#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-03-27T05:34:20 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ56f756f90325 
#INFO -out.max=1000 
#INFO queryParameters=30 
#-oc.form=dec
#-out.max=1000
#-order=I
#-nav=cat:J/A+A/559/A43&tab:{J/A+A/559/A43/table6}&key:source=J/A+A/559/A43&HTTPPRM:&&-ref=VIZ56f756f90325&-out.max=1000&-out.form=ascii table&-order=I&-oc.form=dec&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out.src=J/A+A/559/A43/table6&-out=Seq&-out=RAJ2000&-out=DEJ2000&-out=pmRA&-out=pmDE&-out=plx&-out=rc&-out=RV&-out=Vpar&-out=Vperp&-out=M&-out=Jmag&-out=Hmag&-out=Kmag&-out=W1mag&-out=W2mag&-out=Src&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-order=I
#-order=I
#-out.src=J/A+A/559/A43/table6
#-source=J/A+A/559/A43/table6
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=plx
#-out=rc
#-out=RV
#-out=Vpar
#-out=Vperp
#-out=M
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=W1mag
#-out=W2mag
#-out=Src
#
#
#RESOURCE=yCat_35590043
#Name: J/A+A/559/A43
#Title: Pan-STARRS1 (PS1) observations of the Hyades (Goldman+, 2013)
#Coosys J2000_2000.000: eq_FK5 J2000    
#Table J_A_A_559_A43_table6:
#Name: J/A+A/559/A43/table6
#Title: Photometric and kinematic parameters for 773 Hyades member candidates
#---Details of Columns:
#    Seq           (I8)    Identifier (Seq<=724 ix from Roeser et al. 2011, J/A+A/531/A92) [ucd=meta.id]
#    RAJ2000 (deg) (F11.7) PPMXL Right Ascension (J2000.0, epoch 2000.0) [ucd=pos.eq.ra;meta.main]
#    DEJ2000 (deg) (F11.7) PPMXL Declination (J2000.0, epoch 2000.0) [ucd=pos.eq.dec;meta.main]
#    pmRA (mas/yr) (F6.2)  PPMXL Proper Motion in RA*cos(DEdeg) [ucd=pos.pm;pos.eq.ra]
#    pmDE (mas/yr) (F7.2)  PPMXL Proper Motion in Dec [ucd=pos.pm;pos.eq.dec]
#    plx (mas)     (F5.2)  Secular parallax [ucd=pos.parallax]
#    rc (pc)       (F5.2)  [0/30] Distance from the cluster centre [ucd=phys.size.radius]
#    RV (km/s)     (F5.2)  [16/46] Predicted radial velocity [ucd=phys.veloc;pos.heliocentric]
#    Vpar (km/s)   (F5.2)  [5/43] Tangential velocity in direction of the convergent point [ucd=phys.veloc.transverse]
#    Vperp (km/s)  (F5.2)  [-5/4] Tangential velocity in direction perpendicular to the convergent point [ucd=phys.veloc.transverse]
#    M (Msun)      (F5.2)  [0.09/2.6] Mass of the star [ucd=phys.mass]
#    Jmag (mag)    (F6.3)  2MASS J band magnitude (as in PPMXL) [ucd=phot.mag;em.IR.J]
#    Hmag (mag)    (F6.3)  2MASS H band magnitude (as in PPMXL) [ucd=phot.mag;em.IR.H]
#    Kmag (mag)    (F6.3)  2MASS Ks band magnitude (as in PPMXL) [ucd=phot.mag;em.IR.K]
#    W1mag (mag)   (F6.3)  ? WISE W1-band magnitude (3.3um) [ucd=phot.mag;em.IR.3-4um]
#    W2mag (mag)   (F6.3)  ? WISE W2-band magnitude (4.6um) [ucd=phot.mag;em.IR.4-8um]
#    Src           (A1)    [0,1] Origin of source: 1=from this paper, 0=from Roeser et al. 2011 (J/A+A/531/A92) [ucd=meta.ref;pos.frame]
#-------- ----------- ----------- ------ ------- ----- ----- ----- ----- ----- ----- ------ ------ ------ ------ ------ -
#                                 p                                V     Vp                                             S
#         RA          DE          mRA (m pmDE (  plx   rc    RV (  par ( erp ( M (   Jmag   Hmag   Kmag   W1mag  W2mag  r
#Seq      J2000 (deg) J2000 (deg) as/yr) mas/yr) (mas) (pc)  km/s) km/s) km/s) Msun) (mag)  (mag)  (mag)  (mag)  (mag)  c
#-------- ----------- ----------- ------ ------- ----- ----- ----- ----- ----- ----- ------ ------ ------ ------ ------ -
#    Seq RAJ2000    DEJ2000     pmRA      pmDE plx    rc    RV   Vpar  Vperp Mass  Jmag    Hmag   Kmag  W1mag   W2mag  src
     632 075.7739469 +21.5899619  68.88  -41.05 19.06 10.22 40.78 19.94  0.39  2.27  4.333  4.375  4.245  4.225  3.681 0
     633 075.7763181 +19.6787872  60.05  -36.81 17.32 13.86 41.11 19.25 -1.03  0.18 12.662 12.049 11.754 11.559 11.375 0
     634 075.7795906 +19.0179944  81.25  -31.05 21.54  6.93 41.21 19.02  2.09  0.62  9.225  8.575  8.408  8.319  8.367 0
     635 075.7819081 +13.7306706  66.48  -17.88 18.54 10.86 41.84 17.60  0.30  1.00  7.629  7.303  7.226  7.199  7.243 0
     636 075.8295003 +03.8403311  77.77   20.59 22.21 12.36 42.06 17.05  2.02  0.16 12.279 11.691 11.423 11.200 11.021 0
     637 075.8861614 +18.1478978  67.92  -33.41 19.21  9.26 41.37 18.68 -0.19  0.18 12.434 11.858 11.547 11.345 11.143 0
     638 075.9288542 +17.1537314  50.28  -24.94 14.48 24.21 41.51 18.35 -0.88  0.59 10.342  9.704  9.490  9.348  9.341 0
     639 076.0470514 +36.2601242  81.35 -119.71 25.79 17.26 36.84 26.51 -2.28  0.15 12.111 11.493 11.215 11.028 10.897 0
     640 076.4182408 +06.4651756  69.92    3.68 20.16 11.90 42.30 16.46  0.42  0.87  8.127  7.631  7.518  7.378  7.451 0
     641 076.5749525 +17.8164131  63.50  -32.44 18.62 10.82 41.60 18.15 -0.40  1.03  7.514  7.216  7.128  7.061  7.111 0
     642 076.7918517 +13.2697864  66.12  -22.31 19.65  9.59 42.16 16.82 -0.82  0.25 11.756 11.130 10.839 10.646 10.472 0
     643 076.8956631 +14.6539256  67.10  -27.57 20.13  8.73 42.06 17.05 -0.93  0.46 10.416  9.800  9.524  9.314  9.183 0
     644 076.8970525 +18.6927244  53.39  -26.90 15.54 20.19 41.56 18.24  0.40  0.75  9.276  8.696  8.565  8.509  8.580 0
     645 077.0555667 +21.9902458  48.47  -39.77 15.28 21.72 41.04 19.38 -1.68  0.64  9.908  9.234  9.037  8.877  8.903 0
     646 077.2626681 +12.9641844  74.88  -20.15 22.37  8.49 42.31 16.43  0.13  0.93  7.640  7.181  7.084  7.025  7.072 0
     647 077.3157869 +19.5724986  45.41  -26.29 13.59 29.12 41.54 18.30  0.08  0.53 10.797 10.180  9.943  9.788  9.713 0
     648 077.3318461 +09.8295789  65.43   -7.69 19.62 11.24 42.51 15.92  0.22  1.91  4.965  4.929  4.861  4.882  4.651 0
     649 077.4183036 +08.2140356  54.60   -5.89 16.51 18.70 42.57 15.74 -0.81  0.51 10.526  9.929  9.653  9.478  9.319 0
     650 077.4378833 +28.0304653  55.50  -58.91 17.50 17.10 39.76 21.90 -0.96  1.77  5.545  5.484  5.427  5.157  4.349 0
     651 077.4394697 +28.0336228  57.24  -58.90 17.77 16.49 39.76 21.90 -0.62  1.09  7.366  7.037  6.953  7.401  7.561 0
     652 077.5616994 -14.6327039  60.89   61.48 18.51 29.44 39.61 22.16  0.03  0.18 12.577 11.986 11.632 11.439 11.251 0
     653 077.6018286 +10.4179986  54.96   -7.05 16.63 17.66 42.55 15.79  0.53  0.68  9.492  8.847  8.683  8.613  8.698 0
     654 077.6163908 +01.1522206  45.42   19.69 14.38 29.65 42.41 16.17  2.22  0.44 11.181 10.642 10.326 10.130  9.981 0
     655 077.6264639 -03.8801036  55.99   19.28 15.84 27.37 41.87 17.53 -2.58  0.17 12.891 12.297 11.989 11.848 11.644 0
     656 077.7356178 +13.1220214  63.75  -26.65 20.17  9.64 42.42 16.14 -1.79  0.39 10.800 10.155  9.923  9.745  9.579 0
     657 077.7870239 +17.5740664  45.31  -24.26 14.07 26.79 41.96 17.32 -0.39  0.40 11.497 10.895 10.620 10.446 10.273 0
     658 077.7904469 +15.8159428  57.94  -24.53 17.79 13.48 42.18 16.77  0.00  0.79  8.974  8.277  8.102  7.980  7.971 0
     660 077.9811425 +05.7160733  44.85    6.82 13.97 29.54 42.72 15.33  1.36  0.89  8.822  8.415  8.245  8.203  8.282 0
     661 078.0666617 +05.3696586  50.30    5.49 15.68 22.85 42.74 15.29  0.45  0.28 12.001 11.406 11.108 10.956 10.790 0
     662 078.1003453 +18.4024003  64.92  -38.55 20.55  9.09 41.92 17.41 -0.50  0.61  9.470  8.954  8.597  8.303  8.263 0
     663 078.5295103 +29.2772211  67.32  -69.42 20.77 13.56 39.67 22.06  0.63  0.35 10.880 10.257 10.035  9.846  9.687 0
     664 078.5985144 +20.5315547  56.86  -38.20 18.11 13.50 41.70 17.93  0.07  0.33 11.312 10.773 10.498 10.098  9.928 0
     665 078.8079103 +29.2889872  51.51  -56.76 16.55 20.74 39.73 21.95  0.09  0.23 12.242 11.587 11.353 11.137 10.939 0
     666 078.8590036 +11.0188758  53.15   -6.94 16.93 17.22 42.85 14.96  1.12  0.32 11.590 11.023 10.720 10.520 10.334 0
     667 078.8779294 +17.4316958  54.26  -30.33 17.76 14.15 42.25 16.59 -0.33  0.17 12.629 12.050 11.757 11.554 11.348 0
     668 078.9467472 -12.3653492  76.41   84.95 26.53 24.17 40.56 20.37  1.34  1.06  6.820  6.400  6.280  6.204  6.253 0
     669 079.0660094 +09.4466092  51.09  -12.59 16.96 17.77 42.97 14.62 -1.66  0.36 11.351 10.692 10.467 10.301 10.166 0
     670 079.1063789 -00.5216017  68.69   29.60 22.84 16.54 42.66 15.51  0.59  0.23 11.595 10.973 10.687 10.513 10.316 0
     671 079.1257739 -09.8306886  61.76   57.66 21.00 23.63 41.19 19.06  0.78  0.33 11.071 10.499 10.171  9.980  9.833 0
     672 079.3185036 -16.3619186  87.99   76.47 24.53 26.86 39.56 22.25 -3.52  0.12 12.808 12.264 11.934 11.747 11.572 0
     674 079.5638947 +27.1411625  38.25  -52.54 14.88 25.76 40.48 20.53 -2.67  0.50 10.765 10.149  9.911  9.729  9.661 0
     675 080.0666539 -04.2394347  66.16   42.29 23.12 19.29 42.44 16.10  0.35  0.48  9.952  9.307  9.075  8.937  8.850 0
     676 080.1059250 +11.6098161  50.06  -14.22 17.41 16.51 43.12 14.17 -0.34  1.03  7.696  7.397  7.302  7.219  7.285 0
     677 080.3545303 +09.6364661  47.25   -5.32 16.45 19.83 43.28 13.69  0.54  0.80  8.983  8.370  8.226  8.160  8.197 0
     678 080.5096872 +28.4211961  62.17  -66.48 20.71 14.13 40.34 20.81  1.07  0.12 13.178 12.599 12.300 12.106 11.948 0
     679 080.5856331 +30.5193372  76.47  -84.84 24.62 15.06 39.74 21.92  1.72  0.56  9.406  8.786  8.526  8.344  8.290 0
     680 080.7935103 -01.6977653  61.24   24.95 21.26 18.50 42.94 14.71 -1.02  0.60  9.445  8.784  8.600  8.455  8.463 0
     681 081.0918506 +18.0551436  46.11  -20.40 15.25 23.16 42.67 15.48  2.49  0.31 11.798 11.226 10.965 10.744 10.611 0
     682 081.0934703 +18.0525453  40.66  -21.77 14.08 28.10 42.67 15.47  1.31  0.37 11.669 11.046 10.821 10.637 10.491 0
     683 081.1630225 +28.6115633  65.90  -92.82 26.08 15.16 40.42 20.66 -1.21  0.27 11.010 10.357 10.102  9.907  9.787 0
     684 081.2276208 +07.3398047  40.80   -4.46 15.05 25.74 43.52 12.88 -1.05  0.64  9.868  9.290  9.112  9.023  9.095 0
     685 081.2843822 -02.2030000  43.02   24.50 16.12 26.92 42.99 14.55  0.38  0.33 11.645 11.084 10.743 10.566 10.392 0
     686 081.3625114 +21.0688300  39.51  -40.47 16.02 20.86 42.22 16.65 -1.68  0.65  9.781  9.122  8.913  8.794  8.801 0
     687 081.5654569 +00.5629089  54.02   22.22 20.51 17.92 43.34 13.50  0.38  0.23 11.716 11.139 10.898 10.698 10.516 0
     688 081.7961067 +11.5258325  38.96   -5.06 14.23 28.29 43.50 12.94  1.95  1.20  7.418  7.177  7.086  7.063  7.096 0
     689 082.1980861 +01.8687733  55.67   25.21 22.60 16.63 43.57 12.72  1.57  0.27 11.231 10.635 10.399 10.250 10.108 0
     690 082.3390575 +11.8586106  41.06  -16.52 16.56 20.04 43.60 12.63 -0.94  0.19 12.561 11.968 11.690 11.536 11.348 0
     691 082.6423489 +32.6559458  32.42  -77.83 17.58 21.67 39.45 22.45 -3.60  0.99  7.978  7.527  7.420  7.254  7.389 0
     692 083.0369058 +01.6400650  47.89   15.12 19.56 18.98 43.73 12.17 -0.31  0.22 12.024 11.420 11.100 10.968 10.808 0
     693 083.1269806 +02.6483975  36.57   13.22 15.48 27.12 43.81 11.87  0.89  1.40  6.611  6.485  6.370  6.328  6.380 0
     694 083.2265781 -00.7894892  39.57   15.16 15.65 28.37 43.56 12.76 -1.37  0.71  9.493  8.855  8.702  8.543  8.632 0
     695 083.6340469 +08.7347133  33.84   -0.95 14.31 29.50 44.00 11.15  1.19  0.38 11.591 10.978 10.728 10.569 10.480 0
     696 084.1798825 +03.7748142  33.93   11.19 15.48 27.17 44.07 10.88  1.14  0.34 11.612 11.032 10.773 10.595 10.449 0
     697 084.2655642 +17.0403269  42.22  -33.69 19.43 14.86 43.43 13.17 -0.44  1.87  5.062  5.002  4.935  4.922  4.533 0
     698 084.5398828 -09.8972794  43.17   61.21 21.64 25.28 42.33 16.37  1.16  0.27 11.397 10.798 10.518 10.364 10.157 0
     699 084.5746697 +35.5025808  32.12  -81.84 17.59 24.11 38.75 23.63 -1.86  0.43 10.837 10.248  9.970  9.780  9.656 0
     700 084.5751475 +32.9244906  32.00  -64.38 15.45 28.27 39.67 22.05 -0.58  0.86  8.731  8.233  8.135  8.061  8.143 0
     702 084.9333497 +05.4250533  42.17    6.49 19.98 17.77 44.25 10.11  0.51  0.34 11.110 10.507 10.213  9.980  9.839 0
     703 085.1888661 +13.3567333  32.62  -14.95 15.31 25.48 44.01 11.10  0.53  0.22 12.513 11.895 11.622 11.380 11.213 0
     704 085.3033128 +25.4869467  54.25  -72.06 24.73 15.52 41.97 17.27  0.76  0.17 12.014 11.389 11.127 10.949 10.806 0
     706 085.5620664 +15.5940236  32.38  -20.95 15.53 24.70 43.84 11.76  0.53  0.62  9.910  9.294  9.132  8.997  9.075 0
     707 085.6374756 -11.8596139  71.51  103.32 34.92 27.66 42.06 17.06 -0.23  0.12 11.916 11.372 11.048 10.833 10.639 0
     708 085.8894397 +08.9297275  37.96  -10.13 19.59 17.44 44.39  9.48 -0.76  0.57  9.789  9.106  8.932  8.793  8.797 0
     709 085.9140025 +23.5506822  57.80 -102.47 34.92 21.37 42.53 15.87 -1.80  0.12 12.141 11.501 11.191 10.970 10.809 0
     710 087.7253825 +06.1567208  26.16    5.75 15.83 27.19 44.69  7.91  1.31  0.81  8.873  8.457  8.277  8.231  8.312 0
     711 087.8480833 +15.5511542  26.76  -31.69 18.68 18.70 44.18 10.41 -1.54  0.25 11.850 11.230 10.952 10.800 10.650 0
     712 088.1974964 +29.7702081  23.75  -60.74 16.18 26.59 41.17 19.10 -0.63  1.05  7.705  7.350  7.262  6.992  7.062 0
     713 088.2229303 +05.7747886  30.17    1.33 18.94 21.07 44.76  7.55 -0.38  0.58  9.756  9.133  8.942  8.778  8.824 0
     714 088.5266292 +25.6941342  36.37  -70.39 23.02 17.25 42.36 16.31  0.23  0.56  9.513  8.873  8.652  8.537  8.524 0
     715 088.6654433 -02.8063031  28.19   24.51 17.14 28.57 44.21 10.29 -0.87  0.41 11.044 10.388 10.169 10.021  9.919 0
     716 089.0950864 +28.6393439  21.01  -58.57 16.26 26.50 41.61 18.13 -0.77  0.21 12.410 11.820 11.567 11.434 11.280 0
     717 089.2113611 +15.2710556  20.58  -23.07 15.36 27.63 44.38  9.52 -0.57  0.29 11.973 11.425 11.133 10.964 10.793 0
     718 089.8315881 -09.3093333  32.81   89.68 32.43 27.20 43.22 13.86  1.65  0.20 10.975 10.405 10.124  9.958  9.772 0
     719 090.8636606 +24.0375294  16.67  -70.87 23.46 18.41 43.00 14.54 -2.26  0.42 10.290  9.664  9.421  9.336  9.238 0
     720 090.9840922 -13.9503150  20.38   99.07 28.44 28.97 42.19 16.73  2.08  1.02  6.833  6.419  6.265  6.228  6.262 0
     721 091.3454653 +23.7303875  29.14  -54.37 20.43 19.78 43.11 14.20  1.80  0.12 13.164 12.556 12.252 12.041 11.835 0
     722 091.6471558 +11.4527022  23.22  -13.43 20.45 20.25 44.97  6.16  0.87  0.65  9.166  8.535  8.389  8.272  8.352 0
     723 092.5740064 +22.5721144  31.60 -117.67 44.04 27.38 43.46 13.09 -0.76  0.26  9.876  9.350  9.044  8.882  8.693 0
     724 093.3278106 +11.3696917  19.36  -20.59 25.99 20.54 45.10  5.16  0.00  0.60  9.073  8.363  8.154  8.012  8.113 0
 1221246 058.5057708 +23.2760664 192.23  -66.28 32.20 16.74 34.10 29.95 -0.80  0.10 13.122 12.421 11.997 11.767 11.570 1
 2992474 070.1052164 -04.6222108  62.85   32.23 14.80 29.98 39.40 22.59  2.10  0.14 13.700 13.094 12.744 12.551 12.373 1
 6687099 077.9975222 +11.3282606  55.70  -18.46 17.70 14.69 42.60 15.63 -1.76  0.15 13.326 12.761 12.211 11.957 11.735 1
 7275829 069.7437169 +15.6614469  90.76  -26.25 20.40  3.52 39.70 21.98 -0.40  0.13 13.128 12.550 12.203 11.975 11.766 1
 8422671 089.1518469 +12.1362750  20.42  -14.92 14.90 29.66 44.70  8.03 -0.56  0.23 12.616 12.009 11.734 11.529 11.374 1
10004433 083.3414442 +34.2936097  30.53  -84.30 18.10 21.92 39.00 23.22 -3.74  0.17 12.750 12.166 11.856 11.614 11.395 1
11778430 098.7938978 +29.2053508  -2.47  -67.68 18.40 28.48 41.90 17.47  0.13  0.34 11.369 10.740 10.498 10.311 10.180 1
12200065 038.9565872 -07.1892669 283.52   82.29 35.40 29.06 22.50 39.43  3.00  0.11 12.452 11.825 11.430 11.191 10.972 1
14607298 065.4565653 +19.4857242 124.54  -47.61 24.90  6.64 37.60 25.36 -1.34  0.14 12.711 12.060 11.668 11.410 11.188 1
15724709 060.8216381 -01.8217011 146.81   41.01 25.90 16.29 35.80 27.87  1.19  0.20 11.602 10.988 10.748 10.533 10.353 1
15889716 079.7311667 +08.4540719  51.05   -9.79 17.40 17.25 43.20 14.05 -1.52  0.15 13.108 12.512 12.239 12.003 11.787 1
16128717 066.9045883 +20.9441181  88.76  -36.36 18.30  9.06 38.00 24.84 -0.49  0.15 13.088 12.455 12.074 11.850 11.667 1
18117884 055.2289211 +19.4965061 162.69  -31.79 25.20 10.96 33.00 31.13  0.20  0.11 13.217 12.608 12.241 11.983 11.755 1
19865472 062.7767428 +12.7967281 125.36  -17.58 23.00  5.36 37.20 26.07 -0.53  0.14 12.692 12.128 11.842 11.407 11.193 1
19917741 071.5113281 +19.4683303  75.83  -41.43 18.80  8.21 39.80 21.74 -2.08  0.14 13.237 12.620 12.305 12.078 11.873 1
19936090 046.0085733 +00.7642192 249.25   32.08 33.30 23.49 27.90 35.77 -0.27  0.15 11.806 11.216 10.884 10.703 10.507 1
25269394 084.2374183 +08.7567950  33.37   -9.86 15.30 26.14 44.10 10.70 -1.55  0.14 13.602 13.025 12.671 12.446 12.255 1
25743774 068.9656811 +12.2555536  93.32  -20.39 20.50  4.62 39.70 22.01 -1.43  0.11 13.676 13.129 12.675 12.428 12.211 1
27857095 080.2843556 +19.6154422  47.70  -23.16 15.00 24.04 42.20 16.59  2.67  0.17 13.149 12.581 12.254 12.045 11.858 1
29116857 064.7740914 +17.5731858 100.14  -25.89 19.30  5.89 37.60 25.42  0.09  0.19 12.446 11.865 11.512 11.333 11.107 1
29634667 064.5573669 +25.6609639 106.42  -56.23 20.90  7.76 36.20 27.33 -1.27  0.15 12.854 12.230 11.862 11.623 11.408 1
32159294 069.2422311 +23.2773756  90.13  -44.89 19.80  7.14 38.40 24.15  0.11  0.12 13.529 12.907 12.568 12.335 12.128 1
32990933 064.6898350 +21.0317506 108.48  -52.72 21.70  3.91 37.10 26.13 -2.97  0.12 13.143 12.535 12.213 11.981 11.759 1
35299904 077.1714136 +14.7443803  46.77  -18.87 14.10 26.32 42.10 16.89 -0.66  0.20 13.037 12.486 12.113 11.933 11.745 1
36561706 056.8815614 +12.0197256 140.65  -13.79 22.60  8.90 34.40 29.61 -0.89  0.15 12.612 12.014 11.643 11.402 11.220 1
38187961 065.4348853 +20.4029267 101.25  -38.79 20.10  4.82 37.50 25.57 -0.80  0.12 13.494 12.862 12.508 12.256 12.056 1
39142176 068.8064706 +20.1337081  98.96  -32.66 21.00  3.41 38.80 23.53  1.39  0.11 13.705 12.986 12.613 12.324 12.056 1
40680034 081.2259247 +42.1576569  36.69 -104.57 18.40 25.68 35.50 28.25 -3.86  0.36 11.232 10.664 10.371 10.201 10.040 1
41427875 072.4634461 -16.5419261  90.07   74.23 21.70 26.73 37.60 25.46 -0.52  0.24 11.677 11.039 10.770 10.589 10.443 1
42390878 098.5461725 +35.8667814  -5.85  -94.81 20.30 27.98 39.60 22.20 -0.80  0.19 12.313 11.733 11.422 11.154 10.959 1
45129989 102.4987017 +39.4348736 -23.61 -120.40 23.40 29.37 38.00 24.80 -1.11  0.36 10.734 10.122  9.844  9.663  9.513 1
45658462 066.5793419 +17.0505786  97.40  -36.55 20.30  3.00 38.40 24.23 -2.30  0.15 12.870 12.278 11.907 11.671 11.456 1
46287705 075.8281106 +16.5162975  58.50  -26.14 16.60 15.73 41.60 18.24 -0.60  0.17 12.944 12.326 12.004 11.807 11.633 1
47103890 080.6988928 +43.6304061  63.47 -108.18 20.40 24.29 34.80 29.16  1.69  0.31 11.311 10.672 10.415 10.242 10.098 1
48015989 067.8181917 +15.0033661 104.84  -19.96 21.90  1.62 39.10 23.11  0.77  0.15 12.629 12.070 11.715 11.515 11.307 1
48289944 075.1622956 +24.3828072  65.61  -52.45 18.60 11.91 40.00 21.36 -1.14  0.14 13.089 12.546 12.175 11.994 11.787 1
49062576 055.1909692 +17.5799242 156.59  -30.29 24.40 10.19 33.20 30.95 -0.84  0.14 12.698 12.061 11.728 11.491 11.267 1
51740328 080.9092706 -14.0505944 107.03  147.14 42.30 29.72 40.60 20.32  1.48  0.09 13.084 12.220 11.638 11.156 10.864 1
52617365 071.9777781 -00.7933706  75.79   33.95 19.00 16.72 40.50 20.48  2.80  0.10 14.063 13.437 12.994 12.790 12.572 1
54513073 065.4411692 +20.3957222  94.84  -33.26 18.60  8.10 37.50 25.56 -0.07  0.11 13.940 13.349 12.926 12.685 12.467 1
57282155 080.4142344 +01.7491044  50.94    6.48 17.10 21.64 43.20 14.04 -2.19  0.40 11.101 10.513 10.273 10.076  9.925 1
57788281 075.1654617 +09.1261103  51.85   -5.25 14.20 26.55 41.90 17.43 -0.30  0.19 13.091 12.498 12.190               1
58289585 044.8712783 +08.4707967 164.25   12.85 21.70 18.53 27.60 36.00  1.66  0.13 12.986 12.427 12.023 11.787 11.594 1
59720050 071.6875347 +24.6111844  89.82  -60.94 22.10  7.23 39.00 23.27 -1.12  0.13 13.079 12.493 12.134 11.866 11.663 1
61085193 071.0616097 +05.7325922  77.01    0.73 17.90 13.98 40.60 20.33 -0.97  0.13 13.668 12.977 12.522 12.282 12.036 1
61744937 059.7923972 +09.2839603 142.64   -1.46 24.30  9.45 35.90 27.78  0.31  0.15 12.488 11.881 11.585 11.362 11.186 1
62368274 073.4204831 -04.4759914  81.80   40.24 21.10 17.96 40.50 20.43  0.69  0.19 12.289 11.662 11.345 11.175 10.987 1
64520473 028.4133294 +32.3229236 213.87  -24.22 24.10 29.14 16.20 42.40 -0.70  0.13 12.772 12.166 11.838 11.597 11.394 1
66233827 071.5402364 +18.9577867  79.39  -37.66 19.30  6.93 39.90 21.59 -1.14  0.11 13.775 13.121 12.724 12.559 12.344 1
71282963 096.1004647 +40.5209381  20.77 -119.90 22.60 26.98 37.60 25.36  3.01  0.43 10.343  9.783  9.519  9.346  9.185 1
82007357 065.1999517 +15.2358272 161.13  -59.11 32.40 15.57 38.00 24.81 -3.76  0.45  9.490  8.906  8.634  8.455  8.314 1
83198236 052.5212389 +24.0911217 180.08  -53.41 26.90 14.50 31.10 33.08 -1.26  0.14 12.386 11.751 11.385 11.146 10.936 1
83272180 038.6230953 +36.2197100 224.14  -46.88 27.20 24.61 21.70 39.86  1.31  0.14 12.461 11.826 11.466 11.228 11.022 1
85641528 090.7672481 +36.1076708  41.88 -119.76 26.20 22.30 39.20 22.84  2.10  0.32 10.667 10.103  9.839  9.629  9.425 1
86457550 079.8108853 +24.1260869  47.29  -43.45 16.10 20.52 41.30 18.91 -0.03  0.19 12.842 12.224 11.927 11.728 11.545 1
89385973 041.5521853 +05.9405908 145.72    5.28 18.40 25.01 25.40 37.59 -1.23  0.24 12.044 11.425 11.141 10.971 10.795 1
89445239 080.4052053 +01.7576586  52.64    8.44 17.90 19.99 43.20 14.04 -1.71  0.23 12.172 11.600 11.282 11.099 10.901 1
90293948 080.5064447 +15.5818547  44.53  -22.17 15.80 20.89 42.90 14.93 -0.12  0.16 13.111 12.561 12.237 12.038 11.851 1
90837505 057.9863986 +41.2046861 145.35  -97.28 24.00 20.10 29.50 34.51 -0.37  0.15 12.449 11.897 11.538 11.319 11.116 1
95886023 057.7391697 +18.3018933 182.99  -32.25 29.70 14.18 34.40 29.62  0.76  0.11 12.967 12.213 11.779 11.515 11.356 1
96982755 072.1916339 +11.3856800  97.39  -24.92 24.00  7.29 40.90 19.72 -2.02  0.15 12.504 11.891 11.534 11.326 11.119 1
99624511 082.7044069 +01.9849469  37.86   11.49 15.20 28.17 43.70 12.33 -0.12  0.19 13.009 12.409 12.055 11.898 11.533 1
