#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-03-24T00:15:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56f32fff0810	
#INFO	-out.max=9999	
#INFO	queryParameters=49	
#-oc.form=dec
#-out.max=9999
#-nav=cat:J/A+A/559/A43&tab:{J/A+A/559/A43/table6}&key:source=J/A+A/559/A43&HTTPPRM:&&-ref=VIZ56f32fff0810&-file=.&-oc.form=sexa&-out.form=verb&-c.r=  2&-c.geom=r&-order=I&-out=Seq&-out=RAJ2000&-out=DEJ2000&-out=pmRA&-out=pmDE&-out=plx&-out=rc&-out=RV&-out=Vpar&-out=Vperp&-out=M&-out=gmed&-out=rmed&-out=imed&-out=zmed&-out=ymed&-out=Jmag&-out=Kmag&-out=W1mag&-out=W2mag&-out=Src&-out=XV&-ignore=XV=*&XV=XV&-out=Sloan&Sloan=Sloan&-meta.ucd=2&-meta=1&-meta.foot=1&-meta.form=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/559/A43/table6
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=plx
#-out=rc
#-out=RV
#-out=Vpar
#-out=Vperp
#-out=M
#-out=gmed
#-out=rmed
#-out=gmag
#-out=e_gmag
#-out=rmag
#-out=e_rmag
#-out=imag
#-out=e_imag
#-out=zmag
#-out=e_zmag
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#-out=W1mag
#-out=e_W1mag
#-out=W2mag
#-out=e_W2mag
#-out=W3mag
#-out=e_W3mag
#-out=W4mag
#-out=e_W4mag
#-out=Src
#-out=XV
#XV=XV
#-out=Sloan
#Sloan=Sloan
#
#
#RESOURCE=yCat_35590043
#Name: J/A+A/559/A43
#Title: Pan-STARRS1 (PS1) observations of the Hyades (Goldman+, 2013)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_559_A43_table6:
#Name: J/A+A/559/A43/table6
#Title: Photometric and kinematic parameters for 773 Hyades member candidates
#Column	Seq	(I8)	Identifier (Seq<=724 ix from Roeser et al. 2011, J/A+A/531/A92)	[ucd=meta.id]
#Column	RAJ2000	(F11.7)	PPMXL Right Ascension (J2000.0, epoch 2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	PPMXL Declination (J2000.0, epoch 2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F6.2)	PPMXL Proper Motion in RA*cos(DEdeg)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.2)	PPMXL Proper Motion in Dec	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F5.2)	Secular parallax	[ucd=pos.parallax]
#Column	rc	(F5.2)	[0/30] Distance from the cluster centre	[ucd=phys.size.radius]
#Column	RV	(F5.2)	[16/46] Predicted radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	Vpar	(F5.2)	[5/43] Tangential velocity in direction of the convergent point	[ucd=phys.veloc.transverse]
#Column	Vperp	(F5.2)	[-5/4] Tangential velocity in direction perpendicular to the convergent point	[ucd=phys.veloc.transverse]
#Column	M	(F5.2)	[0.09/2.6] Mass of the star	[ucd=phys.mass]
#Column	gmed	(F6.3)	? PS1 PSF median magnitude in g band	[ucd=phot.mag;em.opt.B]
#Column	rmed	(F6.3)	? PS1 PSF median magnitude in r band	[ucd=phot.mag;em.opt.R]
#Column	gmag	(F6.3)	? SDSS g-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.B]
#Column	e_gmag	(F6.3)	? Error of gmag	[ucd=stat.error;phot.mag;em.opt.B]
#Column	rmag	(F6.3)	? SDSS r-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.R]
#Column	e_rmag	(F6.3)	? Error of rmag	[ucd=stat.error;phot.mag;em.opt.R]
#Column	imag	(F6.3)	? SDSS i-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.I]
#Column	e_imag	(F6.3)	? Error of imag	[ucd=stat.error;phot.mag;em.opt.I]
#Column	zmag	(F6.3)	? SDSS z-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.I]
#Column	e_zmag	(F6.3)	? Error of zmag	[ucd=stat.error;phot.mag;em.opt.I]
#Column	Jmag	(F6.3)	2MASS J band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	Error of Jmag	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	2MASS H band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	Error of Hmag	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	2MASS Ks band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F6.3)	Error of Kmag	[ucd=stat.error;phot.mag;em.IR.K]
#Column	W1mag	(F6.3)	? WISE W1-band magnitude (3.3um)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_W1mag	(F6.3)	? Error of W1mag	[ucd=stat.error;phot.mag]
#Column	W2mag	(F6.3)	? WISE W2-band magnitude (4.6um)	[ucd=phot.mag;em.IR.4-8um]
#Column	e_W2mag	(F6.3)	? Error of W2mag	[ucd=stat.error;phot.mag]
#Column	W3mag	(F6.3)	? WISE W3-band magnitude (11.6um)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_W3mag	(F6.3)	? Error of W3mag	[ucd=stat.error;phot.mag]
#Column	W4mag	(F6.3)	? WISE W4-band magnitude (22.1um)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_W4mag	(F6.3)	? Error of W4mag	[ucd=stat.error;phot.mag]
#Column	Src	(A1)	[0,1] Origin of source: 1=from this paper, 0=from Roeser et al. 2011 (J/A+A/531/A92)	[ucd=meta.ref;pos.frame]
#Column	XV	(A2)	Retrieve data on this star across all VizieR (within 5arcsec)	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the SDSS data for this source	[ucd=meta.ref.url]
#Seq	RAJ2000	DEJ2000	pmRA	pmDE	plx	rc	RV	Vpar	Vperp	M	gmed	rmed	gmag	e_gmag	rmag	e_rmag	imag	e_imag	zmag	e_zmag	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	W1mag	e_W1mag	W2mag	e_W2mag	W3mag	e_W3mag	W4mag	e_W4mag	Src	XV	Sloan
# 	deg	deg	mas/yr	mas/yr	mas	pc	km/s	km/s	km/s	Msun	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	 	 	
#--------	-----------	-----------	------	-------	-----	-----	-----	-----	-----	-----	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	-	--	-----
#Seq	RAJ2000	DEJ2000	pmRA	pmDE	plx	rc	RV	Vpar	Vperp	M	gmed	rmed	gmag	e_gmag	rmag	e_rmag	imag	e_imag	zmag	e_zmag	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	W1mag	e_W1mag	W2mag	e_W2mag	W3mag	e_W3mag	W4mag	e_W4mag	Src	XV	Sloan
     270	065.8553339	+15.7631131	124.45	 -30.46	24.82	 6.15	38.23	24.47	-0.45	 0.76	      	      	      	      	      	      	      	      	      	      	 8.193	 0.023	 7.647	 0.040	 7.494	 0.018	 7.412	 0.026	 7.475	 0.021	 7.406	 0.017	 7.296	 0.115	0	XV	Sloan
     271	065.8766700	+24.4054033	 93.62	 -44.54	18.69	 9.86	36.99	26.30	-0.26	 1.37	      	      	      	      	      	      	      	      	      	      	 6.285	 0.021	 6.141	 0.016	 6.092	 0.016	 6.071	 0.048	 6.013	 0.024	 6.096	 0.015	 5.988	 0.060	0	XV	Sloan
     272	065.8847128	+14.6704769	105.56	 -18.56	20.90	 2.45	38.34	24.30	 0.45	 0.96	      	      	      	      	      	      	      	      	      	      	 7.611	 0.018	 7.255	 0.020	 7.145	 0.017	 7.120	 0.032	 7.154	 0.020	 7.151	 0.017	 7.149	 0.104	0	XV	Sloan
     273	065.9289922	+15.8809242	116.80	 -31.41	23.44	 3.84	38.25	24.44	-0.91	 0.34	15.362	15.189	      	      	      	      	      	      	      	      	10.693	 0.021	10.102	 0.020	 9.861	 0.018	 9.689	 0.024	 9.569	 0.021	 9.484	 0.041	 8.452	      	0	XV	Sloan
     274	065.9598286	+14.9215181	115.13	 -28.02	23.11	 3.48	38.35	24.29	-0.94	 0.59	13.966	      	      	      	      	      	      	      	      	      	 9.293	 0.022	 8.718	 0.024	 8.454	 0.017	 8.324	 0.023	 8.202	 0.019	 8.056	 0.020	 7.800	 0.174	0	XV	Sloan
     275	065.9613011	+09.2054147	102.28	  -7.31	20.40	 6.86	38.64	23.82	-0.71	 0.68	13.761	      	      	      	      	      	      	      	      	      	 9.117	 0.020	 8.481	 0.031	 8.226	 0.018	 8.142	 0.024	 8.042	 0.020	 7.930	 0.020	 7.936	 0.219	0	XV	Sloan
     276	065.9767150	+14.0521117	114.16	 -15.62	22.58	 3.06	38.42	24.17	 0.98	 0.74	      	      	      	      	      	      	      	      	      	      	 8.506	 0.023	 7.925	 0.021	 7.786	 0.021	 7.692	 0.026	 7.756	 0.021	 7.685	 0.018	 7.622	 0.154	0	XV	Sloan
     277	065.9861494	+18.6389281	 88.07	 -26.85	17.54	10.86	37.96	24.88	 0.05	 0.20	17.588	16.307	17.623	 0.006	16.353	 0.004	14.729	 0.004	13.998	 0.005	12.353	 0.021	11.772	 0.022	11.494	 0.018	11.280	 0.023	11.098	 0.021	11.233	 0.178	 8.951	      	0	XV	Sloan
     278	065.9891969	+22.1816033	119.83	 -44.03	23.57	 5.82	37.44	25.66	 0.85	 0.32	15.760	14.548	      	      	      	      	      	      	      	      	10.867	 0.021	10.253	 0.020	 9.999	 0.017	 9.841	 0.024	 9.682	 0.020	 9.543	 0.044	 8.985	      	0	XV	Sloan
     279	065.9963992	+16.7215783	109.21	 -28.19	21.80	 0.97	38.19	24.53	-0.10	 0.59	      	      	      	      	      	      	      	      	      	      	 9.421	 0.022	 8.787	 0.021	 8.561	 0.018	 8.447	 0.023	 8.443	 0.021	 8.334	 0.021	 8.450	 0.279	0	XV	Sloan
     280	065.9979414	+11.3830197	 88.01	  -7.77	17.52	11.79	38.59	23.90	 0.36	 0.39	      	14.573	      	      	      	      	      	      	      	      	11.091	 0.024	10.522	 0.029	10.201	 0.022	10.066	 0.023	 9.936	 0.020	 9.599	 0.041	 8.625	 0.337	0	XV	Sloan
     281	066.0239994	+17.4441275	108.17	 -34.66	21.84	 1.15	38.12	24.64	-1.04	 2.07	      	      	      	      	      	      	      	      	      	      	 4.561	 0.268	 4.513	 0.210	 4.414	 0.020	 4.362	 0.094	 3.906	 0.053	 4.422	 0.015	 4.408	 0.022	0	XV	Sloan
     282	066.0309447	+22.1188697	111.51	 -44.97	22.25	 4.59	37.47	25.62	 0.02	 0.72	      	      	      	      	      	      	      	      	      	      	 8.627	 0.024	 8.066	 0.023	 7.886	 0.020	 7.812	 0.023	 7.895	 0.018	 7.789	 0.021	 7.524	 0.148	0	XV	Sloan
     283	066.0391400	+15.0876117	175.04	 -66.39	36.13	18.69	38.36	24.26	-3.84	 0.26	15.689	14.434	      	      	      	      	      	      	      	      	10.303	 0.021	 9.755	 0.016	 9.472	 0.018	 9.277	 0.022	 9.083	 0.022	 8.956	 0.028	 8.773	      	0	XV	Sloan
     284	066.0519381	+14.7582269	109.88	 -21.96	21.94	 1.92	38.40	24.21	-0.02	 1.20	      	      	      	      	      	      	      	      	      	      	 6.357	 0.018	 6.105	 0.017	 6.007	 0.017	 5.965	 0.050	 5.913	 0.025	 5.988	 0.016	 5.874	 0.039	0	XV	Sloan
     285	066.0532711	+16.3789344	 90.73	 -20.21	18.03	 9.19	38.25	24.44	 0.51	 1.16	      	      	      	      	      	      	      	      	      	      	 7.081	 0.021	 6.883	 0.029	 6.797	 0.020	 6.766	 0.035	 6.787	 0.021	 6.824	 0.017	 6.866	 0.085	0	XV	Sloan
     286	066.0607261	+21.7362447	118.21	 -46.30	23.59	 5.58	37.54	25.51	 0.06	 1.26	      	      	      	      	      	      	      	      	      	      	 6.148	 0.023	 5.946	 0.026	 5.871	 0.020	 5.843	 0.056	 5.813	 0.025	 5.906	 0.016	 5.855	 0.043	0	XV	Sloan
     287	066.0641053	+12.2472856	101.50	 -14.63	20.32	 4.78	38.57	23.93	-0.37	 0.25	16.748	15.477	      	      	      	      	      	      	      	      	11.632	 0.021	11.014	 0.020	10.778	 0.019	10.589	 0.023	10.409	 0.021	10.288	 0.071	 8.697	 0.403	0	XV	Sloan
     288	066.0705817	+18.0029094	110.58	 -35.20	22.26	 1.91	38.07	24.71	-0.62	 0.82	      	      	      	      	      	      	      	      	      	      	 8.154	 0.018	 7.636	 0.023	 7.524	 0.018	 7.438	 0.026	 7.519	 0.020	 7.499	 0.017	 7.534	 0.136	0	XV	Sloan
     289	066.0768125	+38.4267169	101.38	-103.26	22.11	17.30	33.28	30.87	-3.11	 0.17	17.617	      	      	      	      	      	      	      	      	      	12.141	 0.026	11.554	 0.032	11.277	 0.023	11.098	 0.023	10.917	 0.022	10.861	 0.125	 8.584	      	0	XV	Sloan
     290	066.0872586	+19.1807625	105.87	 -44.52	21.76	 2.17	37.93	24.93	-2.12	 0.19	17.307	16.015	      	      	      	      	      	      	      	      	12.029	 0.022	11.423	 0.024	11.133	 0.018	10.958	 0.023	10.771	 0.021	10.368	 0.078	 8.218	      	0	XV	Sloan
     291	066.0927975	+17.0789525	 97.03	 -27.54	19.49	 5.06	38.19	24.53	-0.43	 1.40	      	      	      	      	      	      	      	      	      	      	 6.059	 0.019	 5.935	 0.018	 5.892	 0.018	 5.813	 0.058	 5.769	 0.028	 5.896	 0.015	 5.907	 0.041	0	XV	Sloan
     292	066.1177656	+15.8842908	107.60	 -26.40	21.59	 1.02	38.32	24.32	-0.31	 0.36	15.598	14.384	      	      	      	      	      	      	      	      	10.765	 0.022	10.184	 0.021	 9.897	 0.018	 9.704	 0.022	 9.575	 0.021	 9.397	 0.040	 8.773	      	0	XV	Sloan
     293	066.1180189	+16.8861669	110.33	 -24.51	21.87	 0.99	38.22	24.48	 0.87	 1.16	      	      	      	      	      	      	      	      	      	      	 6.655	 0.027	 6.397	 0.020	 6.290	 0.016	 6.247	 0.045	 6.221	 0.022	 6.275	 0.016	 6.227	 0.051	0	XV	Sloan
     294	066.1274450	+18.9869281	108.01	 -35.84	21.69	 2.00	37.97	24.86	-0.29	 0.23	17.177	15.930	      	      	      	      	      	      	      	      	11.645	 0.020	11.075	 0.022	10.776	 0.020	10.547	 0.022	10.389	 0.020	10.350	 0.078	 8.282	      	0	XV	Sloan
     295	066.1313636	+13.9286197	110.13	 -19.46	22.04	 2.55	38.49	24.05	 0.00	 0.20	17.258	15.987	      	      	      	      	      	      	      	      	11.901	 0.022	11.324	 0.021	11.055	 0.019	10.845	 0.024	10.675	 0.022	 9.986	 0.051	 8.976	 0.474	0	XV	Sloan
     296	066.1599653	+15.9096261	 74.53	 -23.42	15.20	19.51	38.34	24.30	-1.84	 0.40	15.943	14.779	      	      	      	      	      	      	      	      	11.335	 0.022	10.671	 0.022	10.447	 0.020	10.279	 0.024	10.183	 0.021	10.023	 0.056	 9.044	      	0	XV	Sloan
     297	066.1801036	+04.6999422	 98.01	  -2.48	19.45	11.43	38.68	23.74	-2.66	 1.00	      	      	      	      	      	      	      	      	      	      	 7.563	 0.027	 7.209	 0.047	 7.032	 0.026	 6.773	 0.034	 6.955	 0.019	 6.958	 0.015	 7.022	 0.114	0	XV	Sloan
     298	066.1833917	+10.7720442	101.16	 -19.08	20.45	 5.60	38.69	23.74	-2.37	 0.46	14.671	13.643	      	      	      	      	      	      	      	      	10.304	 0.023	 9.656	 0.027	 9.468	 0.021	 9.307	 0.022	 9.209	 0.022	 9.168	 0.040	 8.598	      	0	XV	Sloan
     299	066.2002136	+15.8747064	 97.36	 -30.78	19.88	 4.08	38.36	24.27	-1.89	 0.79	      	      	      	      	      	      	      	      	      	      	 8.716	 0.020	 8.065	 0.018	 7.852	 0.020	 7.750	 0.024	 7.744	 0.020	 7.661	 0.019	 7.385	 0.111	0	XV	Sloan
     300	066.2380308	+19.0420086	109.69	 -34.50	21.97	 2.14	38.01	24.81	 0.17	 1.61	      	      	      	      	      	      	      	      	      	      	 5.168	 0.037	 5.044	 0.021	 4.984	 0.016	 4.963	 0.068	 4.632	 0.037	 5.003	 0.013	 4.909	 0.032	0	XV	Sloan
     301	066.2510203	+16.9848911	 94.60	 -25.54	19.02	 6.28	38.26	24.42	-0.13	 0.82	      	      	      	      	      	      	      	      	      	      	 8.486	 0.023	 7.980	 0.024	 7.830	 0.016	 7.800	 0.024	 7.880	 0.021	 7.854	 0.019	 8.007	 0.228	0	XV	Sloan
     302	066.3064419	+17.2681839	108.76	 -34.58	22.12	 1.36	38.25	24.43	-1.01	 0.64	13.841	      	      	      	      	      	      	      	      	      	 9.149	 0.023	 8.481	 0.027	 8.268	 0.029	 8.109	 0.024	 7.977	 0.021	 7.857	 0.019	 7.806	 0.181	0	XV	Sloan
     303	066.3106806	+18.9735714	 97.03	 -29.58	19.42	 5.53	38.05	24.75	 0.37	 0.61	13.412	      	      	      	      	      	      	      	      	      	 9.594	 0.022	 8.958	 0.020	 8.706	 0.018	 8.569	 0.023	 8.546	 0.020	 8.440	 0.024	 8.048	 0.232	0	XV	Sloan
     304	066.3128728	+08.0488364	142.53	   0.32	28.67	12.97	38.79	23.57	 0.28	 0.58	13.243	13.264	      	      	      	      	      	      	      	      	 8.908	 0.026	 8.316	 0.049	 8.061	 0.026	 7.897	 0.024	 7.804	 0.020	 7.686	 0.019	 7.527	 0.131	0	XV	Sloan
     305	066.3188881	+16.3023522	110.80	 -28.41	22.35	 1.72	38.36	24.26	-0.24	 0.20	17.161	      	      	      	      	      	      	      	      	      	11.867	 0.022	11.296	 0.024	10.982	 0.018	10.812	 0.023	10.637	 0.021	10.370	 0.071	 8.446	      	0	XV	Sloan
     306	066.3205375	+08.0677481	141.40	   2.52	28.44	12.74	38.80	23.56	 0.66	 0.32	15.435	14.216	      	      	      	      	      	      	      	      	10.422	 0.023	 9.836	 0.028	 9.572	 0.020	 9.384	 0.023	 9.223	 0.019	 9.044	 0.028	 8.641	 0.332	0	XV	Sloan
     307	066.3257575	+23.0608036	106.52	 -45.46	21.37	 5.21	37.41	25.70	 0.20	 0.46	14.652	      	      	      	      	      	      	      	      	      	10.264	 0.022	 9.617	 0.022	 9.401	 0.018	 9.266	 0.023	 9.173	 0.020	 9.076	 0.045	 7.957	      	0	XV	Sloan
     308	066.3334958	+23.1086431	 93.90	 -38.86	18.74	 8.98	37.41	25.70	 0.51	 0.60	13.420	      	      	      	      	      	      	      	      	      	 9.731	 0.021	 9.106	 0.022	 8.859	 0.017	 8.768	 0.022	 8.774	 0.019	 8.645	 0.038	 8.042	      	0	XV	Sloan
     309	066.3423544	+22.2938717	105.11	 -45.07	21.27	 4.64	37.55	25.49	-0.30	 2.34	      	      	      	      	      	      	      	      	      	      	 4.093	 0.284	 4.064	 0.228	 4.077	 0.470	 3.804	 0.107	 3.242	 0.070	 3.905	 0.015	 3.840	 0.023	0	XV	Sloan
     310	066.3542300	+22.1999964	111.95	 -47.73	22.66	 4.89	37.58	25.46	-0.30	 1.84	      	      	      	      	      	      	      	      	      	      	 5.086	 0.250	 4.921	 0.230	 4.607	 0.016	 4.637	 0.083	 4.235	 0.048	 4.657	 0.015	 4.622	 0.028	0	XV	Sloan
     311	066.3542756	+17.9153425	110.88	 -29.96	22.20	 1.71	38.20	24.52	 0.50	 0.70	      	      	      	      	      	      	      	      	      	      	 8.730	 0.020	 8.160	 0.017	 7.977	 0.018	 7.876	 0.022	 7.969	 0.022	 7.924	 0.019	 8.563	 0.321	0	XV	Sloan
     312	066.3724306	+17.9279050	107.58	 -34.54	21.84	 1.26	38.20	24.51	-0.64	 2.28	      	      	      	      	      	      	      	      	      	      	 4.338	 0.316	 4.381	 0.238	 4.098	 0.029	 4.263	 0.083	 3.666	 0.058	 4.188	 0.014	 4.175	 0.021	0	XV	Sloan
     313	066.4051058	+08.5913672	108.64	   6.20	21.87	 6.57	38.83	23.51	 1.94	 0.17	18.681	17.294	18.703	 0.009	17.340	 0.005	15.206	 0.005	14.250	 0.005	12.324	 0.023	11.729	 0.031	11.403	 0.021	11.187	 0.022	10.988	 0.020	10.646	 0.092	 8.565	      	0	XV	Sloan
     314	066.4054861	+15.9410131	104.07	 -27.71	21.13	 1.30	38.43	24.15	-0.67	 1.50	      	      	      	      	      	      	      	      	      	      	 5.524	 0.024	 5.285	 0.024	 5.254	 0.023	 5.234	 0.069	 5.049	 0.034	 5.276	 0.013	 5.281	 0.030	0	XV	Sloan
     315	066.4243097	+19.0132228	 86.33	 -28.17	17.43	11.24	38.08	24.69	-0.05	 0.41	15.407	14.200	      	      	      	      	      	      	      	      	11.010	 0.020	10.387	 0.022	10.130	 0.019	 9.975	 0.024	 9.886	 0.021	 9.752	 0.053	 7.995	 0.229	0	XV	Sloan
     316	066.4459186	+17.5446194	102.90	 -31.36	20.90	 1.74	38.28	24.40	-0.49	 0.31	16.493	15.234	      	      	      	      	      	      	      	      	11.189	 0.022	10.589	 0.021	10.316	 0.018	10.094	 0.021	 9.918	 0.019	 9.882	 0.065	 8.415	      	0	XV	Sloan
     317	066.4481611	+18.0172722	111.22	 -35.77	22.62	 2.40	38.22	24.48	-0.57	 1.02	      	      	      	      	      	      	      	      	      	      	 7.314	 0.020	 6.901	 0.015	 6.767	 0.021	 6.753	 0.045	 6.781	 0.022	 6.792	 0.016	 6.748	 0.074	0	XV	Sloan
     318	066.4601833	+15.0025422	106.13	 -29.43	21.73	 1.50	38.54	23.98	-1.52	 0.23	16.872	15.620	      	      	      	      	      	      	      	      	11.629	 0.022	11.049	 0.022	10.778	 0.018	10.598	 0.024	10.425	 0.022	10.225	 0.067	 8.930	 0.462	0	XV	Sloan
     319	066.4652367	+13.5026928	114.14	 -25.00	23.26	 4.19	38.66	23.79	-1.19	 0.30	15.859	14.638	      	      	      	      	      	      	      	      	11.013	 0.023	10.400	 0.024	10.111	 0.018	 9.958	 0.024	 9.804	 0.021	 9.479	 0.038	 7.892	 0.170	0	XV	Sloan
     320	066.4655297	+18.8640597	109.25	 -35.98	22.13	 2.12	38.12	24.64	-0.20	 1.21	      	      	      	      	      	      	      	      	      	      	 6.269	 0.018	 5.976	 0.024	 5.893	 0.017	 5.898	 0.054	 5.806	 0.023	 5.926	 0.015	 5.900	 0.049	0	XV	Sloan
     321	066.4889100	+05.1501436	 95.85	   3.98	19.33	11.25	38.83	23.51	-0.76	 1.31	      	      	      	      	      	      	      	      	      	      	 6.415	 0.030	 6.213	 0.051	 6.110	 0.021	 6.127	 0.049	 6.056	 0.022	 6.124	 0.016	 5.740	 0.037	0	XV	Sloan
     322	066.5180117	+17.1207158	112.82	 -35.84	23.10	 3.08	38.35	24.28	-1.03	 0.33	      	      	      	      	      	      	      	      	      	      	10.887	 0.022	10.276	 0.025	 9.987	 0.022	 9.811	 0.023	 9.634	 0.021	 9.532	 0.045	 8.200	      	0	XV	Sloan
     323	066.5244197	+15.5243306	110.05	 -25.72	22.31	 1.83	38.52	24.01	-0.18	 1.22	      	      	      	      	      	      	      	      	      	      	 6.456	 0.018	 6.210	 0.023	 6.140	 0.021	 6.131	 0.047	 6.078	 0.024	 6.142	 0.016	 6.140	 0.063	0	XV	Sloan
     324	066.5566550	+46.9959378	143.47	-124.01	26.33	23.46	30.10	33.98	 3.35	 0.26	16.713	      	      	      	      	      	      	      	      	      	11.001	 0.023	10.409	 0.023	10.118	 0.018	 9.897	 0.022	 9.706	 0.020	 9.530	 0.041	 8.898	      	0	XV	Sloan
     325	066.5769319	+22.8135800	108.80	 -46.81	22.02	 4.99	37.55	25.49	 0.08	 2.28	      	      	      	      	      	      	      	      	      	      	 3.859	 0.250	 3.793	 0.232	 3.761	 0.348	      	      	      	      	      	      	      	      	0	XV	Sloan
     326	066.5770733	+21.4704292	102.29	 -38.42	20.59	 4.55	37.78	25.15	 0.45	 1.28	      	      	      	      	      	      	      	      	      	      	 6.342	 0.019	 6.150	 0.026	 6.073	 0.021	 5.973	 0.050	 6.025	 0.026	 6.089	 0.015	 6.099	 0.055	0	XV	Sloan
     327	066.5864206	+15.6182681	114.32	 -32.19	23.44	 3.79	38.53	23.99	-1.18	 2.13	      	      	      	      	      	      	      	      	      	      	 4.167	 0.252	 3.954	 0.236	 4.028	 0.236	 3.723	 0.125	 3.022	 0.067	 3.784	 0.015	 3.766	 0.025	0	XV	Sloan
     328	066.5904431	+18.0002847	 99.70	 -29.03	20.18	 3.42	38.28	24.39	 0.15	 0.33	16.517	15.264	      	      	      	      	      	      	      	      	11.119	 0.021	10.557	 0.023	10.253	 0.017	10.068	 0.023	 9.908	 0.021	 9.710	 0.045	 8.640	      	0	XV	Sloan
     329	066.6025358	+16.8533219	104.61	 -17.76	20.72	 1.98	38.41	24.18	 2.21	 1.13	      	      	      	      	      	      	      	      	      	      	 6.841	 0.052	 6.556	 0.033	 6.436	 0.027	 6.359	 0.045	 6.392	 0.019	 6.420	 0.017	 6.406	 0.064	0	XV	Sloan
     330	066.6671728	+16.7468997	110.82	 -27.39	22.43	 1.80	38.45	24.12	 0.36	 1.09	      	      	      	      	      	      	      	      	      	      	 6.893	 0.023	 6.643	 0.036	 6.547	 0.021	 6.543	 0.043	 6.548	 0.020	 6.582	 0.016	 6.657	 0.076	0	XV	Sloan
     331	066.6784286	+12.6865789	123.39	 -16.36	25.04	 7.08	38.79	23.56	 0.30	 0.88	      	      	      	      	      	      	      	      	      	      	 7.824	 0.018	 7.209	 0.023	 7.030	 0.024	 6.950	 0.032	 7.016	 0.020	 6.960	 0.016	 6.906	 0.088	0	XV	Sloan
     332	066.6984114	+21.2349211	115.76	 -46.39	23.62	 5.32	37.86	25.03	-0.20	 0.67	16.727	13.206	      	      	      	      	      	      	      	      	 8.724	 0.020	 8.076	 0.021	 7.936	 0.023	 7.830	 0.024	 7.905	 0.022	 7.833	 0.020	 7.839	 0.255	0	XV	Sloan
     333	066.7010803	+10.8710733	112.99	 -14.78	23.07	 5.46	38.89	23.40	-0.88	 0.97	      	      	      	      	      	      	      	      	      	      	 7.528	 0.039	 6.968	 0.033	 6.882	 0.020	 6.817	 0.037	 6.884	 0.019	 6.860	 0.016	 6.851	 0.082	0	XV	Sloan
     334	066.7264292	+13.1381742	105.72	 -17.35	21.54	 2.91	38.78	23.58	-0.12	 0.76	      	      	      	      	      	      	      	      	      	      	 8.432	 0.041	 7.917	 0.029	 7.795	 0.031	 7.676	 0.024	 7.766	 0.019	 7.737	 0.022	 7.753	 0.179	0	XV	Sloan
     335	066.7631325	+24.1043850	104.81	 -48.89	21.30	 6.05	37.38	25.74	 0.15	 0.26	16.697	15.431	      	      	      	      	      	      	      	      	11.489	 0.022	10.882	 0.024	10.574	 0.022	10.426	 0.023	10.270	 0.022	 9.967	 0.115	 7.895	 0.488	0	XV	Sloan
